12012040306 00000000000000001551000000000000000015518000000000000FINAL CONSUMIDOR FINAL        0000000000274980000000000000000000000000227262100000000000004772               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040306 00000000000000001552000000000000000015528000000000000FINAL CONSUMIDOR FINAL        0000000000279990000000000000000000000000231402100000000000004859               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040306 00000000000000001553000000000000000015538000000000000FINAL CONSUMIDOR FINAL        0000000000299000000000000000000000000000247112100000000000005189               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040306 00000000000000001554000000000000000015548000000000000FINAL CONSUMIDOR FINAL        0000000000380000000000000000000000000000314052100000000000006595               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040306 00000000000000001555000000000000000015558000000000000FINAL CONSUMIDOR FINAL        0000000000012000000000000000000000000000009922100000000000000208               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040306 00000000000000001556000000000000000015568000000000000FINAL CONSUMIDOR FINAL        0000000000073000000000000000000000000000060332100000000000001267               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040306 00000000000000001557000000000000000015578000000000000FINAL CONSUMIDOR FINAL        0000000000445000000000000000000000000000367772100000000000007723               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001558000000000000000015588000000000000FINAL CONSUMIDOR FINAL        0000000000363000000000000000000000000000300002100000000000006300               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001559000000000000000015598000000000000FINAL CONSUMIDOR FINAL        0000000000160000000000000000000000000000132232100000000000002777               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000000184000000000000000001840000000000000FINAL CONSUMIDOR FINAL        0000000000036010000000000000000000000000029762100000000000000625               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001560000000000000000015608000000000000FINAL CONSUMIDOR FINAL        0000000000158990000000000000000000000000131402100000000000002759               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001561000000000000000015618000000000000FINAL CONSUMIDOR FINAL        0000000000242000000000000000000000000000200002100000000000004200               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001562000000000000000015628000000000000FINAL CONSUMIDOR FINAL        0000000000150000000000000000000000000000123972100000000000002603               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001563000000000000000015638000000000000FINAL CONSUMIDOR FINAL        0000000000329970000000000000000000000000272702100000000000005727               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001564000000000000000015648000000000000FINAL CONSUMIDOR FINAL        0000000000102000000000000000000000000000084302100000000000001770               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001565000000000000000015658000000000000FINAL CONSUMIDOR FINAL        0000000000020000000000000000000000000000016532100000000000000347               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001566000000000000000015668000000000000FINAL CONSUMIDOR FINAL        0000000000224000000000000000000000000000185122100000000000003888               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001567000000000000000015678000000000000FINAL CONSUMIDOR FINAL        0000000000079000000000000000000000000000065292100000000000001371               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001568000000000000000015688000000000000FINAL CONSUMIDOR FINAL        0000000001249000000000000000000000000001032232100000000000021677               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001569000000000000000015698000000000000FINAL CONSUMIDOR FINAL        0000000000121990000000000000000000000000100822100000000000002117               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001570000000000000000015708000000000000FINAL CONSUMIDOR FINAL        0000000000507990000000000000000000000000419832100000000000008816               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001571000000000000000015718000000000000FINAL CONSUMIDOR FINAL        0000000000406020000000000000000000000000335552100000000000007047               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001572000000000000000015728000000000000FINAL CONSUMIDOR FINAL        0000000000223000000000000000000000000000184302100000000000003870               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001573000000000000000015738000000000000FINAL CONSUMIDOR FINAL        0000000000082000000000000000000000000000067772100000000000001423               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001574000000000000000015748000000000000FINAL CONSUMIDOR FINAL        0000000000062000000000000000000000000000051242100000000000001076               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001575000000000000000015758000000000000FINAL CONSUMIDOR FINAL        0000000000251990000000000000000000000000208262100000000000004373               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001576000000000000000015768000000000000FINAL CONSUMIDOR FINAL        0000000000653990000000000000000000000000540492100000000000011350               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001577000000000000000015778000000000000FINAL CONSUMIDOR FINAL        0000000000120000000000000000000000000000099172100000000000002083               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001578000000000000000015788000000000000FINAL CONSUMIDOR FINAL        0000000000085990000000000000000000000000071072100000000000001492               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000000185000000000000000001850000000000000FINAL CONSUMIDOR FINAL        0000000002957140000000000000000000000002443922100000000000051322               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040406 00000000000000001579000000000000000015798000000000000FINAL CONSUMIDOR FINAL        0000000000044000000000000000000000000000036362100000000000000764               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001580000000000000000015808000000000000FINAL CONSUMIDOR FINAL        0000000000042010000000000000000000000000034722100000000000000729               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001581000000000000000015818000000000000FINAL CONSUMIDOR FINAL        0000000000398010000000000000000000000000328932100000000000006908               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000000186000000000000000001860000000000000FINAL CONSUMIDOR FINAL        0000000000062000000000000000000000000000051242100000000000001076               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001582000000000000000015828000000000000FINAL CONSUMIDOR FINAL        0000000000087010000000000000000000000000071912100000000000001510               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001583000000000000000015838000000000000FINAL CONSUMIDOR FINAL        0000000000449970000000000000000000000000371882100000000000007809               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001584000000000000000015848000000000000FINAL CONSUMIDOR FINAL        0000000000084000000000000000000000000000069422100000000000001458               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001585000000000000000015858000000000000FINAL CONSUMIDOR FINAL        0000000000085000000000000000000000000000070252100000000000001475               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001586000000000000000015868000000000000FINAL CONSUMIDOR FINAL        0000000000025000000000000000000000000000020662100000000000000434               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001587000000000000000015878000000000000FINAL CONSUMIDOR FINAL        0000000000049010000000000000000000000000040502100000000000000851               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001588000000000000000015888000000000000FINAL CONSUMIDOR FINAL        0000000002410960000000000000000000000001992532100000000000041843               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001589000000000000000015898000000000000FINAL CONSUMIDOR FINAL        0000000000494060000000000000000000000000408312100000000000008575               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001590000000000000000015908000000000000FINAL CONSUMIDOR FINAL        0000000000045000000000000000000000000000037192100000000000000781               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001591000000000000000015918000000000000FINAL CONSUMIDOR FINAL        0000000000090000000000000000000000000000074382100000000000001562               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001592000000000000000015928000000000000FINAL CONSUMIDOR FINAL        0000000000135000000000000000000000000000111572100000000000002343               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001593000000000000000015938000000000000FINAL CONSUMIDOR FINAL        0000000000035010000000000000000000000000028932100000000000000608               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001594000000000000000015948000000000000FINAL CONSUMIDOR FINAL        0000000000089000000000000000000000000000073552100000000000001545               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001595000000000000000015958000000000000FINAL CONSUMIDOR FINAL        0000000000023000000000000000000000000000019012100000000000000399               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001596000000000000000015968000000000000FINAL CONSUMIDOR FINAL        0000000000060000000000000000000000000000049592100000000000001041               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001597000000000000000015978000000000000FINAL CONSUMIDOR FINAL        0000000000197000000000000000000000000000162812100000000000003419               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001598000000000000000015988000000000000FINAL CONSUMIDOR FINAL        0000000000310000000000000000000000000000256202100000000000005380               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001599000000000000000015998000000000000FINAL CONSUMIDOR FINAL        0000000000260030000000000000000000000000214902100000000000004513               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001600000000000000000016008000000000000FINAL CONSUMIDOR FINAL        0000000000158990000000000000000000000000131402100000000000002759               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001601000000000000000016018000000000000FINAL CONSUMIDOR FINAL        0000000000335000000000000000000000000000276862100000000000005814               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001602000000000000000016028000000000000FINAL CONSUMIDOR FINAL        0000000000156010000000000000000000000000128932100000000000002708               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001603000000000000000016038000000000000FINAL CONSUMIDOR FINAL        0000000000957000000000000000000000000000790912100000000000016609               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001604000000000000000016048000000000000FINAL CONSUMIDOR FINAL        0000000000054990000000000000000000000000045452100000000000000954               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001605000000000000000016058000000000000FINAL CONSUMIDOR FINAL        0000000000228000000000000000000000000000188432100000000000003957               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001606000000000000000016068000000000000FINAL CONSUMIDOR FINAL        0000000000545000000000000000000000000000450412100000000000009459               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001607000000000000000016078000000000000FINAL CONSUMIDOR FINAL        0000000000375000000000000000000000000000309922100000000000006508               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001608000000000000000016088000000000000FINAL CONSUMIDOR FINAL        0000000000144040000000000000000000000000119042100000000000002500               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001609000000000000000016098000000000000FINAL CONSUMIDOR FINAL        0000000000090000000000000000000000000000074382100000000000001562               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001610000000000000000016108000000000000FINAL CONSUMIDOR FINAL        0000000000083010000000000000000000000000068602100000000000001441               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001611000000000000000016118000000000000FINAL CONSUMIDOR FINAL        0000000000315000000000000000000000000000260332100000000000005467               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001612000000000000000016128000000000000FINAL CONSUMIDOR FINAL        0000000000149990000000000000000000000000123962100000000000002603               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040506 00000000000000001613000000000000000016138000000000000FINAL CONSUMIDOR FINAL        0000000000340000000000000000000000000000280992100000000000005901               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001614000000000000000016148000000000000FINAL CONSUMIDOR FINAL        0000000000084000000000000000000000000000069422100000000000001458               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001615000000000000000016158000000000000FINAL CONSUMIDOR FINAL        0000000000105000000000000000000000000000086782100000000000001822               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001616000000000000000016168000000000000FINAL CONSUMIDOR FINAL        0000000000065000000000000000000000000000053722100000000000001128               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001617000000000000000016178000000000000FINAL CONSUMIDOR FINAL        0000000000045000000000000000000000000000037192100000000000000781               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000000187000000000000000001870000000000000FINAL CONSUMIDOR FINAL        0000000000133000000000000000000000000000109922100000000000002308               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001618000000000000000016188000000000000FINAL CONSUMIDOR FINAL        0000000000628970000000000000000000000000519812100000000000010916               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001619000000000000000016198000000000000FINAL CONSUMIDOR FINAL        0000000000170010000000000000000000000000140502100000000000002951               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000000188000000000000000001880000000000000FINAL CONSUMIDOR FINAL        0000000000120000000000000000000000000000099172100000000000002083               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001620000000000000000016208000000000000FINAL CONSUMIDOR FINAL        0000000000065000000000000000000000000000053722100000000000001128               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001621000000000000000016218000000000000FINAL CONSUMIDOR FINAL        0000000000120000000000000000000000000000099172100000000000002083               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001622000000000000000016228000000000000FINAL CONSUMIDOR FINAL        0000000000119000000000000000000000000000098352100000000000002065               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001623000000000000000016238000000000000FINAL CONSUMIDOR FINAL        0000000000231990000000000000000000000000191732100000000000004026               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001624000000000000000016248000000000000FINAL CONSUMIDOR FINAL        0000000000150000000000000000000000000000123972100000000000002603               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001625000000000000000016258000000000000FINAL CONSUMIDOR FINAL        0000000001511000000000000000000000000001248762100000000000026224               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001626000000000000000016268000000000000FINAL CONSUMIDOR FINAL        0000000000068000000000000000000000000000056202100000000000001180               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001627000000000000000016278000000000000FINAL CONSUMIDOR FINAL        0000000000029000000000000000000000000000023972100000000000000503               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001628000000000000000016288000000000000FINAL CONSUMIDOR FINAL        0000000000230980000000000000000000000000190892100000000000004009               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001629000000000000000016298000000000000FINAL CONSUMIDOR FINAL        0000000000105000000000000000000000000000086782100000000000001822               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001630000000000000000016308000000000000FINAL CONSUMIDOR FINAL        0000000000419000000000000000000000000000346282100000000000007272               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001631000000000000000016318000000000000FINAL CONSUMIDOR FINAL        0000000000115000000000000000000000000000095042100000000000001996               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001632000000000000000016328000000000000FINAL CONSUMIDOR FINAL        0000000000049010000000000000000000000000040502100000000000000851               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001633000000000000000016338000000000000FINAL CONSUMIDOR FINAL        0000000000063020000000000000000000000000052082100000000000001094               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000000189000000000000000001890000000000000FINAL CONSUMIDOR FINAL        0000000000025000000000000000000000000000020662100000000000000434               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001634000000000000000016348000000000000FINAL CONSUMIDOR FINAL        0000000000195000000000000000000000000000161162100000000000003384               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001635000000000000000016358000000000000FINAL CONSUMIDOR FINAL        0000000000234990000000000000000000000000194212100000000000004078               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
12012040706 00000000000000001636000000000000000016368000000000000FINAL CONSUMIDOR FINAL        0000000000084000000000000000000000000000069422100000000000001458               000000000000000                                                                           1                       ********|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||00000000000000000000000
